building_id, mean_temp, std_temp, pct_above_18, pct_below_15
10126,13.395546512329364, 6.636761690822022, 29.66113660430639, 61.092481468408046
10128,17.42622951414075, 6.706338569021849, 56.03287758684896, 34.885886045645584
10136,15.423199679945062, 7.273070414891296, 44.30778965268372, 46.891158413002856
10144,12.107174898379538, 6.127343501466292, 21.81051363157102, 68.90344931465582
10145,10.648821565579272, 5.892590121948323, 16.560690898737782, 75.29657397741293
10150,14.959979437528936, 7.495508230523557, 41.195779166589396, 50.74272573855312
10161,13.448710200277965, 7.030556040226304, 31.809772738844856, 59.47317503691508
10165,13.0532923906784, 6.732527924564911, 29.06502057613169, 62.05925925925926
10167,13.231428641403625, 6.814880423764032, 30.187672922430746, 60.85369512317077
10168,13.192332536774527, 6.9011012766967585, 30.320607642062924, 60.489969584656045
10174,16.575945822969274, 6.973659852751726, 49.40673048013928, 41.37923801399794
10176,16.650126478576553, 6.857895119600344, 49.7586724900548, 40.73914373939411
10177,16.617853518799123, 6.787652656868026, 49.088377821209605, 40.97212926026077
10180,16.483851785051872, 6.869991181548357, 48.18538422557416, 42.15376530427112
10182,16.7342310091326, 6.319519036092564, 50.86026067076763, 37.53446934879446
10198,14.428363651068164, 7.342060263786546, 38.62776233955273, 53.21754664549424
10199,17.241288451257535, 6.97704597054647, 53.889583871117196, 37.67465565285307
10200,12.822394904722417, 7.259003419873419, 30.670315186629825, 61.66377862672028
10201,15.94951754791056, 7.272132486368341, 47.055564608114715, 44.6491771223725
10202,13.545864053992817, 7.4955384617727985, 34.03781537666262, 58.643656679324806
10203,16.803874591739124, 6.612298279926917, 51.215416069247524, 38.888003823482556
10204,14.76462026883472, 7.063935427097854, 39.035507361930584, 51.7308510072822
10205,11.444450732221005, 6.667188719848136, 23.16808915225755, 69.39260602308407
10206,10.122018659741709, 6.363294813124789, 17.54514804553193, 76.32272924525154
10207,11.382379999756703, 6.614982468123862, 22.644717520673932, 69.82765283252184
10208,9.47586559809441, 5.542433459405807, 11.935778252454446, 82.34503645316245
1021,16.748175446453434, 6.380142532277896, 48.78778837547281, 39.59923388610312
10215,15.466507942802313, 7.149691413543543, 44.25353739532197, 46.60286291819644
10219,14.156479056011307, 7.303288274058022, 37.30760536752769, 54.16846474734398
1022,17.7722804851752, 6.221636320465387, 57.556159706048824, 31.853989403653976
1023,18.974526032988464, 5.845239696905138, 65.2070415776747, 25.13007724659635
1024,18.291290337248036, 5.931218114875004, 60.49334523012864, 28.963119934567626
10243,16.609493647864273, 6.2020423037291526, 48.990305174960156, 38.13005395762353
10244,15.569027166814912, 6.6208732942648245, 44.0976569486675, 43.51338460621236
10245,16.654521791699157, 6.210931339020504, 49.19584690553746, 37.89407864122848
10247,15.605938570201177, 6.618947283023366, 44.63278535653586, 43.11970761201438
10249,16.121165269510797, 6.23215498160222, 45.97662433898076, 40.45269291656843
1025,17.52391280126421, 6.333028151914344, 56.016014152041336, 33.87365578883665
10251,12.175638004388597, 7.5894434321893645, 29.171162984419073, 65.16726302038963
10252,11.992395076330459, 7.614802319754088, 27.49379605955783, 67.02981651376146
10255,11.924783926149205, 7.2267083372928616, 25.799709616860717, 67.9699999075213
10257,15.235315694207866, 7.293769594842966, 40.73436198596779, 51.25146463006621
10259,12.643515738761092, 7.62873360052729, 30.44601416133076, 63.863197479418645
1026,18.54662833548843, 5.714238573819383, 61.95469798657718, 26.82979120059657
10260,13.66266299519299, 7.2097829805433085, 33.642886934908624, 58.17110851967552
10262,14.715414858112494, 7.445353547398388, 39.05535889381928, 53.17511758155923
10263,16.73792969283773, 7.074358378534144, 49.393142553683546, 41.79821668708083
10265,15.084597286708552, 7.166006986297337, 40.79271686411704, 50.56584771143092
10267,16.26520703938246, 7.47620826677266, 48.967021053798675, 43.15967131928104
10268,16.935543392714628, 6.978349482891185, 51.358855384769306, 39.75386770389085
10269,18.600499197613317, 6.789514479995802, 61.863742070426994, 30.435799700017892
1027,14.656343229546291, 6.669510694438826, 35.63064151824039, 52.640001333544475
10276,13.207772189229608, 6.971696257949865, 30.486734771257407, 61.73179213294478
10277,13.53784348925577, 7.044623541393149, 32.543950239189016, 59.47675177759576
10279,13.924158360322068, 7.008405471562976, 36.13212462227779, 55.00468896530165
10281,13.017537872273921, 6.874180292888173, 31.270833333333332, 60.02499999999999
10282,14.26523444539333, 6.788348281156175, 37.69318931684785, 51.45347827596986
10285,13.977990910390904, 7.041055274464847, 35.409403063919704, 56.59799260433175
10288,14.538879308662288, 6.82134690227564, 36.32130690412617, 53.66777592171202
10291,12.223791684752847, 6.737662754247167, 25.168721421543093, 66.23487874052209
10292,11.179803531479001, 6.445345196544432, 20.07569619667122, 72.58501354198013
10303,17.624521843253685, 6.581219065479167, 55.59736902385549, 34.55283222618541
10306,14.258893700182162, 7.368904347614289, 37.096631336541584, 55.58589944200053
1031,12.153728902173969, 6.847766267718377, 25.77233840304182, 66.4448669201521
10311,16.352129462473684, 6.581736843148964, 48.19244327726122, 41.00007097735822
10312,16.43299139459934, 6.4537715269629805, 47.64401017521337, 41.26310534198702
10315,16.71792534309659, 6.3966495264472325, 49.795688696560866, 39.0241288299996
10316,15.963955489931319, 6.603241018102259, 44.95120351672327, 43.614900621400324
10318,17.49498131488524, 6.315941970274117, 56.69512066603436, 32.08346506481189
10323,14.294682420127744, 7.366448501699157, 38.07162799653413, 53.329482365777736
10324,16.409035201830466, 7.020615712907616, 49.327496510595104, 41.42399441695216
10330,14.981199775110312, 7.182183056906019, 40.825848417149196, 49.59801820696364
